SENSE daab 1 26-04-2019 03:34:19.873 T: 29.01599884033203 [C]; A:[0, 0, 0]; H: 72.45306396484375
SENSE daaa 1398 26-04-2019 03:47:25.594 T: 28.45439910888671 [C]; A:[114, 74, 206]; H: 71.40020751953125
SENSE daab 1399 26-04-2019 03:47:25.818 T: 29.26559829711914 [C]; A:[82, 0, 222]; H: 71.7435302734375
SENSE daab 1399 26-04-2019 03:47:25.818 T: 29.26559829711914 [C]; A:[82, 0, 222]; H: 71.7435302734375
SENSE daaa 1399 26-04-2019 03:47:25.992 T: 28.45439910888671 [C]; A:[118, 76, 214]; H: 71.36968994140625
SENSE daac 998 26-04-2019 03:47:25.736 T: 29.88959884643554 [C]; A:[-32, -8, 206]; H: 69.59967041015625
SENSE daab 1400 26-04-2019 03:47:26.221 T: 29.32799911499023 [C]; A:[82, 2, 224]; H: 71.7435302734375
SENSE daaa 1400 26-04-2019 03:47:26.390 T: 28.45439910888671 [C]; A:[114, 74, 212]; H: 71.36968994140625
SENSE daac 999 26-04-2019 03:47:26.297 T: 29.95199966430664 [C]; A:[-26, -10, 202]; H: 69.59967041015625
SENSE daaa 1401 26-04-2019 03:47:26.789 T: 28.39199829101562 [C]; A:[116, 78, 208]; H: 71.36968994140625
SENSE daaa 1401 26-04-2019 03:47:26.789 T: 28.39199829101562 [C]; A:[116, 78, 208]; H: 71.36968994140625
SENSE daaa 1402 26-04-2019 03:47:27.197 T: 28.45439910888671 [C]; A:[116, 80, 216]; H: 71.36968994140625
SENSE daab 1403 26-04-2019 03:47:27.351 T: 29.32799911499023 [C]; A:[86, 0, 220]; H: 71.7435302734375
SENSE daaa 1403 26-04-2019 03:47:27.560 T: 28.45439910888671 [C]; A:[118, 76, 212]; H: 71.36968994140625
SENSE daac 1001 26-04-2019 03:47:27.382 T: 29.88959884643554 [C]; A:[-28, -10, 192]; H: 69.62255859375
SENSE daab 1404 26-04-2019 03:47:27.759 T: 29.26559829711914 [C]; A:[90, 0, 222]; H: 71.7435302734375
SENSE daaa 1404 26-04-2019 03:47:27.958 T: 28.45439910888671 [C]; A:[118, 72, 214]; H: 71.3468017578125
SENSE daac 1002 26-04-2019 03:47:27.957 T: 29.95199966430664 [C]; A:[-32, -14, 206]; H: 69.62255859375
SENSE daaa 1405 26-04-2019 03:47:28.361 T: 28.45439910888671 [C]; A:[114, 72, 210]; H: 71.3468017578125
SENSE daab 1406 26-04-2019 03:47:28.500 T: 29.26559829711914 [C]; A:[84, -8, 218]; H: 71.7435302734375
SENSE daaa 1406 26-04-2019 03:47:28.759 T: 28.45439910888671 [C]; A:[114, 76, 214]; H: 71.3468017578125
SENSE daac 1003 26-04-2019 03:47:28.522 T: 29.95199966430664 [C]; A:[-30, -6, 204]; H: 69.62255859375
SENSE daab 1407 26-04-2019 03:47:28.898 T: 29.32799911499023 [C]; A:[86, 0, 218]; H: 71.7130126953125
SENSE daaa 1407 26-04-2019 03:47:29.158 T: 28.45439910888671 [C]; A:[118, 70, 212]; H: 71.3468017578125
SENSE daab 1408 26-04-2019 03:47:29.296 T: 29.26559829711914 [C]; A:[84, 0, 222]; H: 71.7130126953125
SENSE daac 1004 26-04-2019 03:47:29.082 T: 29.95199966430664 [C]; A:[-34, -10, 192]; H: 69.62255859375
SENSE daaa 1408 26-04-2019 03:47:29.556 T: 28.45439910888671 [C]; A:[116, 72, 210]; H: 71.3468017578125
SENSE daaa 1408 26-04-2019 03:47:29.556 T: 28.45439910888671 [C]; A:[116, 72, 210]; H: 71.3468017578125
SENSE daab 1409 26-04-2019 03:47:29.694 T: 29.26559829711914 [C]; A:[84, -4, 218]; H: 71.7130126953125
SENSE daaa 1409 26-04-2019 03:47:29.959 T: 28.45439910888671 [C]; A:[118, 74, 210]; H: 71.3468017578125
SENSE daac 1005 26-04-2019 03:47:29.637 T: 29.95199966430664 [C]; A:[-34, -8, 200]; H: 69.62255859375
SENSE daab 1410 26-04-2019 03:47:30.092 T: 29.26559829711914 [C]; A:[80, -6, 220]; H: 71.7130126953125
SENSE daaa 1410 26-04-2019 03:47:30.372 T: 28.45439910888671 [C]; A:[116, 72, 208]; H: 71.3468017578125
SENSE daaa 1411 26-04-2019 03:47:30.825 T: 28.45439910888671 [C]; A:[118, 74, 212]; H: 71.3468017578125
SENSE daab 1412 26-04-2019 03:47:30.863 T: 29.26559829711914 [C]; A:[90, -6, 214]; H: 71.69012451171875
SENSE daac 1007 26-04-2019 03:47:30.753 T: 29.95199966430664 [C]; A:[-30, -8, 198]; H: 69.62255859375
SENSE daaa 1412 26-04-2019 03:47:31.223 T: 28.45439910888671 [C]; A:[114, 70, 208]; H: 71.3468017578125
SENSE daab 1413 26-04-2019 03:47:31.286 T: 29.26559829711914 [C]; A:[86, 0, 218]; H: 71.69012451171875
SENSE daaa 1413 26-04-2019 03:47:31.621 T: 28.45439910888671 [C]; A:[116, 78, 206]; H: 71.3468017578125
SENSE daac 1008 26-04-2019 03:47:31.313 T: 29.95199966430664 [C]; A:[-32, -8, 200]; H: 69.62255859375
SENSE daab 1414 26-04-2019 03:47:31.684 T: 29.32799911499023 [C]; A:[84, 0, 216]; H: 71.69012451171875
SENSE daab 1415 26-04-2019 03:47:32.082 T: 29.26559829711914 [C]; A:[84, -12, 214]; H: 71.65960693359375
SENSE daaa 1415 26-04-2019 03:47:32.397 T: 28.45439910888671 [C]; A:[118, 72, 206]; H: 71.3468017578125
SENSE daab 1416 26-04-2019 03:47:32.480 T: 29.26559829711914 [C]; A:[82, 0, 216]; H: 71.65960693359375
SENSE daab 1417 26-04-2019 03:47:32.883 T: 29.26559829711914 [C]; A:[82, 0, 224]; H: 71.65960693359375
SENSE daab 1417 26-04-2019 03:47:32.883 T: 29.26559829711914 [C]; A:[82, 0, 224]; H: 71.65960693359375
SENSE daaa 1417 26-04-2019 03:47:33.164 T: 28.45439910888671 [C]; A:[124, 74, 208]; H: 71.3468017578125
SENSE daac 1011 26-04-2019 03:47:32.902 T: 29.95199966430664 [C]; A:[-34, -8, 202]; H: 69.59967041015625
SENSE daab 1418 26-04-2019 03:47:33.301 T: 29.26559829711914 [C]; A:[80, 0, 216]; H: 71.65960693359375
SENSE daaa 1418 26-04-2019 03:47:33.582 T: 28.45439910888671 [C]; A:[118, 72, 208]; H: 71.3468017578125
SENSE daab 1419 26-04-2019 03:47:33.699 T: 29.26559829711914 [C]; A:[80, 0, 218]; H: 71.65960693359375
SENSE daac 1012 26-04-2019 03:47:33.463 T: 29.95199966430664 [C]; A:[-34, -8, 196]; H: 69.62255859375
SENSE daaa 1419 26-04-2019 03:47:33.980 T: 28.45439910888671 [C]; A:[118, 74, 214]; H: 71.3468017578125
SENSE daac 1013 26-04-2019 03:47:34.023 T: 29.88959884643554 [C]; A:[-30, -10, 200]; H: 69.62255859375
SENSE daab 1421 26-04-2019 03:47:34.465 T: 29.26559829711914 [C]; A:[82, 0, 220]; H: 71.65960693359375
SENSE daab 1422 26-04-2019 03:47:34.863 T: 29.26559829711914 [C]; A:[86, 0, 222]; H: 71.65960693359375
SENSE daac 1014 26-04-2019 03:47:34.578 T: 29.95199966430664 [C]; A:[-30, -12, 198]; H: 69.62255859375
SENSE daab 1423 26-04-2019 03:47:35.261 T: 29.32799911499023 [C]; A:[84, 0, 224]; H: 71.65960693359375
SENSE daac 1015 26-04-2019 03:47:35.143 T: 29.88959884643554 [C]; A:[-36, -6, 196]; H: 69.62255859375
SENSE daaa 1423 26-04-2019 03:47:35.493 T: 28.45439910888671 [C]; A:[116, 78, 210]; H: 71.3468017578125
SENSE daaa 1423 26-04-2019 03:47:35.493 T: 28.45439910888671 [C]; A:[116, 78, 210]; H: 71.3468017578125
SENSE daac 1016 26-04-2019 03:47:35.704 T: 29.88959884643554 [C]; A:[-32, -4, 202]; H: 69.62255859375
SENSE daab 1425 26-04-2019 03:47:36.027 T: 29.26559829711914 [C]; A:[88, -6, 218]; H: 71.65960693359375
SENSE daaa 1425 26-04-2019 03:47:36.279 T: 28.45439910888671 [C]; A:[118, 72, 208]; H: 71.3468017578125
SENSE daab 1426 26-04-2019 03:47:36.430 T: 29.26559829711914 [C]; A:[88, 0, 216]; H: 71.65960693359375
SENSE daac 1017 26-04-2019 03:47:36.273 T: 29.95199966430664 [C]; A:[-32, -8, 204]; H: 69.59967041015625
SENSE daaa 1426 26-04-2019 03:47:36.677 T: 28.45439910888671 [C]; A:[114, 72, 212]; H: 71.3468017578125
SENSE daaa 1427 26-04-2019 03:47:37.076 T: 28.39199829101562 [C]; A:[120, 74, 208]; H: 71.3468017578125
SENSE daac 1018 26-04-2019 03:47:36.859 T: 29.88959884643554 [C]; A:[-32, -10, 202]; H: 69.59967041015625
SENSE daab 1428 26-04-2019 03:47:37.201 T: 29.26559829711914 [C]; A:[82, -4, 220]; H: 71.65960693359375
SENSE daaa 1428 26-04-2019 03:47:37.484 T: 28.45439910888671 [C]; A:[118, 76, 206]; H: 71.3162841796875
SENSE daab 1429 26-04-2019 03:47:37.599 T: 29.26559829711914 [C]; A:[86, -4, 222]; H: 71.65960693359375
SENSE daac 1019 26-04-2019 03:47:37.419 T: 29.88959884643554 [C]; A:[-28, -6, 204]; H: 69.59967041015625
SENSE daab 1430 26-04-2019 03:47:37.997 T: 29.26559829711914 [C]; A:[84, -4, 220]; H: 71.65960693359375
SENSE daaa 1430 26-04-2019 03:47:38.245 T: 28.45439910888671 [C]; A:[120, 70, 206]; H: 71.3162841796875
SENSE daac 1020 26-04-2019 03:47:37.979 T: 29.95199966430664 [C]; A:[-32, -8, 206]; H: 69.56915283203125
SENSE daab 1431 26-04-2019 03:47:38.405 T: 29.26559829711914 [C]; A:[82, 0, 220]; H: 71.65960693359375
SENSE daaa 1431 26-04-2019 03:47:38.648 T: 28.39199829101562 [C]; A:[116, 72, 214]; H: 71.3162841796875
SENSE daac 1021 26-04-2019 03:47:38.539 T: 29.88959884643554 [C]; A:[-34, -10, 200]; H: 69.56915283203125
SENSE daab 1432 26-04-2019 03:47:38.828 T: 29.20319938659667 [C]; A:[80, 0, 220]; H: 71.65960693359375
SENSE daaa 1432 26-04-2019 03:47:39.046 T: 28.45439910888671 [C]; A:[120, 70, 214]; H: 71.3162841796875
SENSE daab 1433 26-04-2019 03:47:39.231 T: 29.26559829711914 [C]; A:[88, 0, 222]; H: 71.69012451171875
SENSE daac 1022 26-04-2019 03:47:39.099 T: 29.88959884643554 [C]; A:[-30, -12, 198]; H: 69.56915283203125
SENSE daaa 1433 26-04-2019 03:47:39.444 T: 28.45439910888671 [C]; A:[114, 76, 208]; H: 71.3162841796875
SENSE daab 1434 26-04-2019 03:47:39.669 T: 29.26559829711914 [C]; A:[84, -6, 218]; H: 71.65960693359375
SENSE daaa 1434 26-04-2019 03:47:39.863 T: 28.45439910888671 [C]; A:[118, 72, 212]; H: 71.2857666015625
SENSE daac 1023 26-04-2019 03:47:39.668 T: 29.95199966430664 [C]; A:[-32, -4, 206]; H: 69.56915283203125
SENSE daab 1435 26-04-2019 03:47:40.067 T: 29.26559829711914 [C]; A:[84, 0, 218]; H: 71.69012451171875
SENSE daaa 1435 26-04-2019 03:47:40.261 T: 28.45439910888671 [C]; A:[118, 72, 212]; H: 71.2857666015625
SENSE daab 1436 26-04-2019 03:47:40.465 T: 29.26559829711914 [C]; A:[86, 0, 220]; H: 71.69012451171875
SENSE daac 1024 26-04-2019 03:47:40.230 T: 29.88959884643554 [C]; A:[-32, -10, 192]; H: 69.56915283203125
SENSE daaa 1436 26-04-2019 03:47:40.659 T: 28.45439910888671 [C]; A:[116, 76, 210]; H: 71.2857666015625
SENSE daaa 1437 26-04-2019 03:47:41.057 T: 28.45439910888671 [C]; A:[120, 72, 204]; H: 71.2857666015625
SENSE daac 1025 26-04-2019 03:47:40.790 T: 29.88959884643554 [C]; A:[-36, -10, 196]; H: 69.56915283203125
SENSE daaa 1438 26-04-2019 03:47:41.465 T: 28.39199829101562 [C]; A:[112, 72, 210]; H: 71.2857666015625
SENSE daac 1026 26-04-2019 03:47:41.355 T: 29.95199966430664 [C]; A:[-34, -14, 200]; H: 69.56915283203125
SENSE daaa 1439 26-04-2019 03:47:41.863 T: 28.45439910888671 [C]; A:[118, 72, 214]; H: 71.2552490234375
SENSE daab 1440 26-04-2019 03:47:41.967 T: 29.32799911499023 [C]; A:[82, 0, 222]; H: 71.65960693359375
SENSE daac 1027 26-04-2019 03:47:41.915 T: 29.95199966430664 [C]; A:[-32, -12, 198]; H: 69.56915283203125
SENSE daaa 1440 26-04-2019 03:47:42.261 T: 28.45439910888671 [C]; A:[118, 72, 212]; H: 71.2552490234375
SENSE daab 1441 26-04-2019 03:47:42.366 T: 29.26559829711914 [C]; A:[86, -8, 218]; H: 71.65960693359375
SENSE daac 1028 26-04-2019 03:47:42.475 T: 29.95199966430664 [C]; A:[-32, -6, 202]; H: 69.56915283203125
SENSE daab 1442 26-04-2019 03:47:42.764 T: 29.26559829711914 [C]; A:[82, 2, 220]; H: 71.65960693359375
SENSE daab 1443 26-04-2019 03:47:43.166 T: 29.26559829711914 [C]; A:[82, -8, 220]; H: 71.65960693359375
SENSE daaa 1443 26-04-2019 03:47:43.371 T: 28.45439910888671 [C]; A:[120, 70, 210]; H: 71.2552490234375
SENSE daac 1029 26-04-2019 03:47:43.045 T: 29.88959884643554 [C]; A:[-30, -12, 198]; H: 69.56915283203125
SENSE daab 1444 26-04-2019 03:47:43.590 T: 29.26559829711914 [C]; A:[86, 0, 212]; H: 71.65960693359375
SENSE daac 1030 26-04-2019 03:47:43.605 T: 29.95199966430664 [C]; A:[-30, -16, 192]; H: 69.56915283203125
SENSE daab 1445 26-04-2019 03:47:43.987 T: 29.26559829711914 [C]; A:[86, 0, 220]; H: 71.65960693359375
SENSE daaa 1445 26-04-2019 03:47:44.143 T: 28.45439910888671 [C]; A:[114, 74, 216]; H: 71.2552490234375
SENSE daab 1446 26-04-2019 03:47:44.405 T: 29.26559829711914 [C]; A:[84, 0, 224]; H: 71.62908935546875
SENSE daac 1031 26-04-2019 03:47:44.175 T: 29.95199966430664 [C]; A:[-30, -14, 192]; H: 69.56915283203125
SENSE daaa 1446 26-04-2019 03:47:44.541 T: 28.45439910888671 [C]; A:[122, 74, 206]; H: 71.2552490234375
SENSE daac 1032 26-04-2019 03:47:44.735 T: 29.88959884643554 [C]; A:[-38, -8, 204]; H: 69.56915283203125
SENSE daaa 1448 26-04-2019 03:47:45.302 T: 28.45439910888671 [C]; A:[114, 72, 206]; H: 71.29339599609375
SENSE daac 1033 26-04-2019 03:47:45.295 T: 29.88959884643554 [C]; A:[-32, -8, 202]; H: 69.56915283203125
SENSE daaa 1449 26-04-2019 03:47:45.700 T: 28.45439910888671 [C]; A:[120, 72, 208]; H: 71.2552490234375
SENSE daab 1450 26-04-2019 03:47:45.903 T: 29.26559829711914 [C]; A:[78, 0, 220]; H: 71.62908935546875
SENSE daaa 1450 26-04-2019 03:47:46.098 T: 28.45439910888671 [C]; A:[116, 76, 208]; H: 71.2552490234375
SENSE daac 1034 26-04-2019 03:47:45.856 T: 29.95199966430664 [C]; A:[-32, -10, 198]; H: 69.56915283203125
SENSE daab 1451 26-04-2019 03:47:46.311 T: 29.26559829711914 [C]; A:[84, -4, 216]; H: 71.606201171875
SENSE daaa 1451 26-04-2019 03:47:46.502 T: 28.45439910888671 [C]; A:[120, 72, 206]; H: 71.2552490234375
SENSE daac 1035 26-04-2019 03:47:46.426 T: 29.95199966430664 [C]; A:[-34, -16, 194]; H: 69.56915283203125
SENSE daab 1452 26-04-2019 03:47:46.709 T: 29.26559829711914 [C]; A:[82, 0, 218]; H: 71.606201171875
SENSE daaa 1452 26-04-2019 03:47:46.900 T: 28.45439910888671 [C]; A:[116, 74, 208]; H: 71.23236083984375
SENSE daaa 1453 26-04-2019 03:47:47.298 T: 28.45439910888671 [C]; A:[114, 74, 206]; H: 71.23236083984375
SENSE daac 1036 26-04-2019 03:47:47.001 T: 29.88959884643554 [C]; A:[-32, -10, 198]; H: 69.56915283203125
SENSE daab 1454 26-04-2019 03:47:47.514 T: 29.26559829711914 [C]; A:[88, -4, 218]; H: 71.606201171875
SENSE daaa 1454 26-04-2019 03:47:47.706 T: 28.45439910888671 [C]; A:[112, 74, 208]; H: 71.23236083984375
SENSE daac 1037 26-04-2019 03:47:47.561 T: 29.88959884643554 [C]; A:[-32, -8, 204]; H: 69.56915283203125
SENSE daaa 1455 26-04-2019 03:47:48.104 T: 28.45439910888671 [C]; A:[120, 74, 216]; H: 71.23236083984375
SENSE daab 1456 26-04-2019 03:47:48.276 T: 29.26559829711914 [C]; A:[94, -4, 224]; H: 71.57568359375
SENSE daac 1038 26-04-2019 03:47:48.126 T: 29.88959884643554 [C]; A:[-30, -8, 192]; H: 69.56915283203125
SENSE daaa 1456 26-04-2019 03:47:48.502 T: 28.45439910888671 [C]; A:[118, 76, 212]; H: 71.23236083984375
SENSE daab 1457 26-04-2019 03:47:48.684 T: 29.26559829711914 [C]; A:[82, 0, 220]; H: 71.57568359375
SENSE daaa 1457 26-04-2019 03:47:48.901 T: 28.45439910888671 [C]; A:[120, 76, 216]; H: 71.23236083984375
SENSE daac 1039 26-04-2019 03:47:48.686 T: 29.88959884643554 [C]; A:[-30, -12, 196]; H: 69.56915283203125
SENSE daab 1458 26-04-2019 03:47:49.082 T: 29.26559829711914 [C]; A:[84, 0, 222]; H: 71.57568359375
SENSE daaa 1458 26-04-2019 03:47:49.314 T: 28.45439910888671 [C]; A:[118, 70, 214]; H: 71.23236083984375
SENSE daac 1040 26-04-2019 03:47:49.256 T: 29.95199966430664 [C]; A:[-32, -8, 198]; H: 69.56915283203125
SENSE daaa 1459 26-04-2019 03:47:49.712 T: 28.45439910888671 [C]; A:[116, 76, 212]; H: 71.23236083984375
SENSE daab 1460 26-04-2019 03:47:49.843 T: 29.26559829711914 [C]; A:[88, 0, 214]; H: 71.57568359375
SENSE daac 1041 26-04-2019 03:47:49.827 T: 29.95199966430664 [C]; A:[-34, -4, 200]; H: 69.56915283203125
SENSE daab 1461 26-04-2019 03:47:50.241 T: 29.26559829711914 [C]; A:[82, 0, 222]; H: 71.57568359375
SENSE daaa 1461 26-04-2019 03:47:50.468 T: 28.45439910888671 [C]; A:[118, 70, 208]; H: 71.20184326171875
SENSE daac 1042 26-04-2019 03:47:50.386 T: 29.95199966430664 [C]; A:[-34, -14, 200]; H: 69.56915283203125
SENSE daaa 1462 26-04-2019 03:47:50.866 T: 28.45439910888671 [C]; A:[118, 76, 224]; H: 71.20184326171875
SENSE daab 1463 26-04-2019 03:47:51.002 T: 29.26559829711914 [C]; A:[82, 0, 220]; H: 71.57568359375
SENSE daab 1463 26-04-2019 03:47:51.002 T: 29.26559829711914 [C]; A:[82, 0, 220]; H: 71.57568359375
SENSE daaa 1463 26-04-2019 03:47:51.270 T: 28.45439910888671 [C]; A:[112, 74, 208]; H: 71.20184326171875
SENSE daac 1043 26-04-2019 03:47:50.947 T: 29.95199966430664 [C]; A:[-28, -6, 196]; H: 69.56915283203125
SENSE daab 1464 26-04-2019 03:47:51.410 T: 29.32799911499023 [C]; A:[86, 0, 222]; H: 71.545166015625
SENSE daac 1044 26-04-2019 03:47:51.512 T: 29.95199966430664 [C]; A:[-30, -12, 194]; H: 69.56915283203125
SENSE daab 1465 26-04-2019 03:47:51.808 T: 29.20319938659667 [C]; A:[84, -6, 218]; H: 71.545166015625
SENSE daaa 1465 26-04-2019 03:47:52.076 T: 28.45439910888671 [C]; A:[114, 72, 208]; H: 71.20184326171875
SENSE daac 1045 26-04-2019 03:47:52.072 T: 29.95199966430664 [C]; A:[-32, -8, 194]; H: 69.56915283203125
SENSE daaa 1466 26-04-2019 03:47:52.499 T: 28.45439910888671 [C]; A:[114, 78, 206]; H: 71.20184326171875
SENSE daab 1467 26-04-2019 03:47:52.569 T: 29.26559829711914 [C]; A:[82, 0, 218]; H: 71.545166015625
SENSE daaa 1467 26-04-2019 03:47:52.897 T: 28.45439910888671 [C]; A:[114, 72, 212]; H: 71.20184326171875
SENSE daac 1046 26-04-2019 03:47:52.632 T: 29.95199966430664 [C]; A:[-32, -10, 204]; H: 69.56915283203125
SENSE daaa 1468 26-04-2019 03:47:53.295 T: 28.45439910888671 [C]; A:[118, 74, 208]; H: 71.20184326171875
SENSE daab 1469 26-04-2019 03:47:53.325 T: 29.26559829711914 [C]; A:[84, 0, 222]; H: 71.545166015625
SENSE daac 1047 26-04-2019 03:47:53.202 T: 29.95199966430664 [C]; A:[-28, -16, 198]; H: 69.56915283203125
SENSE daab 1470 26-04-2019 03:47:53.723 T: 29.26559829711914 [C]; A:[84, -4, 214]; H: 71.545166015625
SENSE daaa 1470 26-04-2019 03:47:54.052 T: 28.45439910888671 [C]; A:[120, 76, 206]; H: 71.20184326171875
SENSE daac 1048 26-04-2019 03:47:53.767 T: 29.88959884643554 [C]; A:[-28, -14, 200]; H: 69.56915283203125
SENSE daab 1471 26-04-2019 03:47:54.126 T: 29.26559829711914 [C]; A:[82, 0, 220]; H: 71.57568359375
SENSE daab 1472 26-04-2019 03:47:54.524 T: 29.26559829711914 [C]; A:[84, 0, 222]; H: 71.57568359375
SENSE daac 1049 26-04-2019 03:47:54.332 T: 29.95199966430664 [C]; A:[-32, -14, 198]; H: 69.56915283203125
SENSE daab 1473 26-04-2019 03:47:54.922 T: 29.26559829711914 [C]; A:[88, -8, 226]; H: 71.57568359375
SENSE daaa 1473 26-04-2019 03:47:55.192 T: 28.45439910888671 [C]; A:[116, 70, 210]; H: 71.20184326171875
SENSE daab 1474 26-04-2019 03:47:55.320 T: 29.26559829711914 [C]; A:[84, 0, 222]; H: 71.606201171875
SENSE daaa 1474 26-04-2019 03:47:55.605 T: 28.45439910888671 [C]; A:[116, 72, 208]; H: 71.20184326171875
SENSE daac 1051 26-04-2019 03:47:55.412 T: 29.95199966430664 [C]; A:[-32, -12, 196]; H: 69.56915283203125
SENSE daab 1475 26-04-2019 03:47:55.718 T: 29.26559829711914 [C]; A:[86, -6, 218]; H: 71.606201171875
SENSE daab 1475 26-04-2019 03:47:55.718 T: 29.26559829711914 [C]; A:[86, -6, 218]; H: 71.606201171875
SENSE daac 1052 26-04-2019 03:47:55.972 T: 29.95199966430664 [C]; A:[-28, -10, 200]; H: 69.56915283203125
SENSE daab 1477 26-04-2019 03:47:56.474 T: 29.26559829711914 [C]; A:[84, -6, 220]; H: 71.62908935546875
SENSE daaa 1477 26-04-2019 03:47:56.740 T: 28.45439910888671 [C]; A:[120, 74, 208]; H: 71.20184326171875
SENSE daaa 1477 26-04-2019 03:47:56.740 T: 28.45439910888671 [C]; A:[120, 74, 208]; H: 71.20184326171875
SENSE daac 1053 26-04-2019 03:47:56.543 T: 29.95199966430664 [C]; A:[-32, -6, 196]; H: 69.56915283203125
SENSE daab 1478 26-04-2019 03:47:56.882 T: 29.32799911499023 [C]; A:[86, 0, 224]; H: 71.62908935546875
SENSE daab 1479 26-04-2019 03:47:57.280 T: 29.32799911499023 [C]; A:[84, -6, 218]; H: 71.65960693359375
SENSE daac 1054 26-04-2019 03:47:57.113 T: 29.95199966430664 [C]; A:[-36, -4, 198]; H: 69.56915283203125
SENSE daaa 1479 26-04-2019 03:47:57.516 T: 28.39199829101562 [C]; A:[116, 72, 212]; H: 71.20184326171875
SENSE daab 1480 26-04-2019 03:47:57.688 T: 29.20319938659667 [C]; A:[84, 0, 222]; H: 71.65960693359375
SENSE daaa 1480 26-04-2019 03:47:57.914 T: 28.45439910888671 [C]; A:[120, 72, 212]; H: 71.20184326171875
SENSE daac 1055 26-04-2019 03:47:57.673 T: 29.95199966430664 [C]; A:[-30, -14, 200]; H: 69.59967041015625
SENSE daaa 1481 26-04-2019 03:47:58.312 T: 28.45439910888671 [C]; A:[118, 76, 210]; H: 71.20184326171875
SENSE daac 1056 26-04-2019 03:47:58.233 T: 29.88959884643554 [C]; A:[-32, -6, 198]; H: 69.59967041015625
SENSE daaa 1482 26-04-2019 03:47:58.711 T: 28.45439910888671 [C]; A:[118, 78, 208]; H: 71.20184326171875
SENSE daaa 1483 26-04-2019 03:47:59.109 T: 28.45439910888671 [C]; A:[116, 72, 208]; H: 71.20184326171875
SENSE daac 1057 26-04-2019 03:47:58.793 T: 29.95199966430664 [C]; A:[-32, -10, 192]; H: 69.59967041015625
SENSE daab 1484 26-04-2019 03:47:59.196 T: 29.26559829711914 [C]; A:[82, 0, 218]; H: 71.7130126953125
SENSE daaa 1484 26-04-2019 03:47:59.527 T: 28.45439910888671 [C]; A:[122, 72, 212]; H: 71.20184326171875
SENSE daab 1485 26-04-2019 03:47:59.593 T: 29.26559829711914 [C]; A:[86, 0, 220]; H: 71.7435302734375
SENSE daac 1058 26-04-2019 03:47:59.363 T: 29.88959884643554 [C]; A:[-40, -10, 206]; H: 69.59967041015625
SENSE daaa 1485 26-04-2019 03:47:59.945 T: 28.45439910888671 [C]; A:[116, 78, 212]; H: 71.20184326171875
SENSE daac 1059 26-04-2019 03:47:59.933 T: 29.88959884643554 [C]; A:[-34, -10, 198]; H: 69.59967041015625
SENSE daaa 1486 26-04-2019 03:48:00.343 T: 28.45439910888671 [C]; A:[116, 70, 210]; H: 71.20184326171875
SENSE daab 1487 26-04-2019 03:48:00.360 T: 29.26559829711914 [C]; A:[92, -4, 220]; H: 71.7740478515625
SENSE daab 1488 26-04-2019 03:48:00.758 T: 29.26559829711914 [C]; A:[84, 0, 220]; H: 71.7740478515625
SENSE daac 1060 26-04-2019 03:48:00.503 T: 29.95199966430664 [C]; A:[-32, -10, 206]; H: 69.62255859375
SENSE daab 1489 26-04-2019 03:48:01.161 T: 29.26559829711914 [C]; A:[82, 0, 220]; H: 71.7740478515625
SENSE daac 1061 26-04-2019 03:48:01.059 T: 29.88959884643554 [C]; A:[-32, -12, 200]; H: 69.62255859375
SENSE daaa 1489 26-04-2019 03:48:01.493 T: 28.45439910888671 [C]; A:[120, 72, 212]; H: 71.20184326171875
SENSE daab 1490 26-04-2019 03:48:01.559 T: 29.32799911499023 [C]; A:[82, 0, 220]; H: 71.79693603515625
SENSE daaa 1490 26-04-2019 03:48:01.891 T: 28.39199829101562 [C]; A:[118, 76, 208]; H: 71.23236083984375
SENSE daac 1062 26-04-2019 03:48:01.619 T: 29.95199966430664 [C]; A:[-26, -6, 198]; H: 69.62255859375
SENSE daab 1491 26-04-2019 03:48:01.962 T: 29.26559829711914 [C]; A:[82, 0, 220]; H: 71.79693603515625
SENSE daab 1492 26-04-2019 03:48:02.360 T: 29.26559829711914 [C]; A:[84, 0, 214]; H: 71.79693603515625
SENSE daac 1063 26-04-2019 03:48:02.179 T: 29.95199966430664 [C]; A:[-30, -10, 200]; H: 69.62255859375
SENSE daaa 1492 26-04-2019 03:48:02.662 T: 28.45439910888671 [C]; A:[118, 74, 204]; H: 71.23236083984375
SENSE daaa 1493 26-04-2019 03:48:03.061 T: 28.45439910888671 [C]; A:[120, 80, 210]; H: 71.23236083984375
SENSE daac 1064 26-04-2019 03:48:02.754 T: 29.95199966430664 [C]; A:[-34, -8, 202]; H: 69.62255859375
SENSE daab 1494 26-04-2019 03:48:03.126 T: 29.20319938659667 [C]; A:[84, -8, 222]; H: 71.79693603515625
